64	62	46	42
64	61	0	40
64	61	0	40
64	59	0	38
64	59	0	38
64	58	0	37
64	58	0	37
64	56	0	35
64	56	0	35
64	58	0	37
64	58	0	37
64	61	0	40
64	61	0	40
64	54	0	38
64	54	0	38
58	54	42	38
58	54	42	38
59	54	44	38
59	54	44	38
61	54	46	38
62	54	46	38
62	0	47	0
62	0	47	0
64	0	47	0
64	0	47	0
62	0	47	35
62	0	47	35
59	0	47	35
59	0	47	35
67	0	47	40
67	0	47	40
67	66	47	40
67	66	47	40
67	64	49	40
67	64	49	40
67	62	50	40
67	62	50	40
67	61	52	0
67	61	52	0
67	59	54	0
67	59	54	0
67	61	52	40
67	61	52	40
67	64	50	40
67	64	50	40
67	58	49	40
67	58	49	40
67	58	49	37
67	58	49	37
66	58	0	38
66	58	0	38
64	58	0	40
64	58	0	40
62	58	0	42
62	58	0	42
61	58	0	43
61	58	0	43
62	58	0	42
62	58	0	42
66	58	0	38
66	58	0	38
59	59	0	43
59	59	0	43
59	57	0	43
59	57	0	43
59	57	0	40
59	55	50	40
59	55	50	40
61	55	50	40
61	55	50	40
58	54	49	42
58	54	49	42
58	54	47	42
58	54	47	42
58	52	49	42
58	52	49	42
59	52	49	42
59	52	49	42
59	52	47	35
59	52	47	35
59	52	47	35
59	52	47	35
59	50	47	35
59	50	47	35
59	50	47	35
59	50	47	35
0	0	50	0
0	0	50	0
0	0	50	0
0	0	50	0
0	0	50	0
0	0	50	0
0	0	50	0
0	0	50	0
0	0	49	0
0	0	49	0
0	0	49	0
0	0	49	0
0	0	49	0
0	0	49	0
0	0	49	0
0	0	49	0
0	0	52	0
0	0	52	0
0	0	52	0
0	0	52	0
0	0	52	0
0	0	52	0
0	0	52	0
0	0	52	0
0	0	51	0
0	0	51	0
0	0	51	0
0	0	51	0
0	0	51	0
0	0	51	0
0	0	51	0
0	0	53	0
0	0	53	0
0	57	53	0
0	57	54	0
0	57	54	0
0	57	54	0
0	57	54	0
0	57	54	0
0	57	54	0
0	57	54	0
0	56	54	0
0	56	54	0
0	56	54	0
0	56	54	0
0	56	54	0
0	56	54	0
0	56	54	0
0	56	53	0
0	56	53	0
0	59	53	0
0	59	53	0
0	59	53	0
0	59	53	0
0	59	53	0
0	59	53	0
0	59	53	0
0	58	54	0
0	58	54	0
0	58	54	0
0	58	54	0
0	58	54	0
0	58	54	0
0	60	54	0
0	60	54	0
0	61	0	0
0	61	0	0
0	61	0	0
0	61	0	0
0	61	55	0
0	61	55	0
0	61	55	0
0	61	55	0
0	61	56	0
0	61	56	0
0	61	56	0
0	61	56	0
0	61	51	0
0	61	51	0
